Title,Element Name,Level
First-Line Supervisors of Personal Service Workers,Chemistry,1.97
First-Line Supervisors of Personal Service Workers,Biology,0.99
First-Line Supervisors of Personal Service Workers,Psychology,3.34
First-Line Supervisors of Personal Service Workers,Sociology and Anthropology,2.5
First-Line Supervisors of Personal Service Workers,Geography,1.24
First-Line Supervisors of Personal Service Workers,Medicine and Dentistry,1.28
First-Line Supervisors of Personal Service Workers,Therapy and Counseling,2.25
First-Line Supervisors of Personal Service Workers,Education and Training,3.72
First-Line Supervisors of Personal Service Workers,English Language,3.45
First-Line Supervisors of Personal Service Workers,Foreign Language,0.41
First-Line Supervisors of Personal Service Workers,Fine Arts,0.97
First-Line Supervisors of Personal Service Workers,History and Archeology,0.28
First-Line Supervisors of Personal Service Workers,Philosophy and Theology,2.06
First-Line Supervisors of Personal Service Workers,Public Safety and Security,2.35
First-Line Supervisors of Personal Service Workers,Law and Government,2.02
First-Line Supervisors of Personal Service Workers,Telecommunications,0.79
First-Line Supervisors of Personal Service Workers,Communications and Media,2.6
First-Line Supervisors of Personal Service Workers,Transportation,1.81
Spa Managers,Administration and Management,4.18
Spa Managers,Clerical,4.97
Spa Managers,Economics and Accounting,3.45
Spa Managers,Sales and Marketing,3.9
Spa Managers,Customer and Personal Service,5.22
Spa Managers,Personnel and Human Resources,4.37
Spa Managers,Production and Processing,1.38
Spa Managers,Food Production,0.24
Spa Managers,Computers and Electronics,3.17
Spa Managers,Engineering and Technology,0.81
Spa Managers,Design,0.92
Spa Managers,Building and Construction,0.01
Spa Managers,Mechanical,1.39
Spa Managers,Mathematics,4.08
Spa Managers,Physics,0.04
Spa Managers,Chemistry,1.43
Spa Managers,Biology,1.01
Spa Managers,Psychology,2.91
Spa Managers,Sociology and Anthropology,1.17
Spa Managers,Geography,0.88
Spa Managers,Medicine and Dentistry,1.35
Spa Managers,Therapy and Counseling,2.61
Spa Managers,Education and Training,4.73
Spa Managers,English Language,3.8
Spa Managers,Foreign Language,0.81
Spa Managers,Fine Arts,0
Spa Managers,History and Archeology,0.01
Spa Managers,Philosophy and Theology,0.59
Spa Managers,Public Safety and Security,1.23
Spa Managers,Law and Government,1.19
Spa Managers,Telecommunications,1.61
Spa Managers,Communications and Media,3.03
Spa Managers,Transportation,0.95
Animal Trainers,Administration and Management,2.91
Animal Trainers,Clerical,3.42
Animal Trainers,Economics and Accounting,2.18
Animal Trainers,Sales and Marketing,2.77
Animal Trainers,Customer and Personal Service,4.23
Animal Trainers,Personnel and Human Resources,2.18
Animal Trainers,Production and Processing,1.57
Animal Trainers,Food Production,0.24
Animal Trainers,Computers and Electronics,2.52
Animal Trainers,Engineering and Technology,1.57
Animal Trainers,Design,1.51
Animal Trainers,Building and Construction,1.33
Animal Trainers,Mechanical,1.69
Animal Trainers,Mathematics,1.99
Animal Trainers,Physics,0.39
Animal Trainers,Chemistry,0.91
Animal Trainers,Biology,2.08
Animal Trainers,Psychology,3.67
Animal Trainers,Sociology and Anthropology,2.07
Animal Trainers,Geography,1.46
Animal Trainers,Medicine and Dentistry,1.92
Animal Trainers,Therapy and Counseling,2.12
Animal Trainers,Education and Training,4.31
Animal Trainers,English Language,3.04
Animal Trainers,Foreign Language,0.88
Animal Trainers,Fine Arts,0.34
Animal Trainers,History and Archeology,0.64
Animal Trainers,Philosophy and Theology,0.91
Animal Trainers,Public Safety and Security,2.39
Animal Trainers,Law and Government,2.2
Animal Trainers,Telecommunications,0.88
Animal Trainers,Communications and Media,2.05
Animal Trainers,Transportation,1.46
Nonfarm Animal Caretakers,Administration and Management,1.47
Nonfarm Animal Caretakers,Clerical,1.75
Nonfarm Animal Caretakers,Economics and Accounting,0.49
Nonfarm Animal Caretakers,Sales and Marketing,1.39
Nonfarm Animal Caretakers,Customer and Personal Service,3.62
Nonfarm Animal Caretakers,Personnel and Human Resources,1.66
Nonfarm Animal Caretakers,Production and Processing,0.84
Nonfarm Animal Caretakers,Food Production,0.75
Nonfarm Animal Caretakers,Computers and Electronics,1.23
Nonfarm Animal Caretakers,Engineering and Technology,0.99
Nonfarm Animal Caretakers,Design,1.13
Nonfarm Animal Caretakers,Building and Construction,1.01
Nonfarm Animal Caretakers,Mechanical,2.42
Nonfarm Animal Caretakers,Mathematics,1.93
Nonfarm Animal Caretakers,Physics,0.94
Nonfarm Animal Caretakers,Chemistry,1.81
Nonfarm Animal Caretakers,Biology,2.31
Nonfarm Animal Caretakers,Psychology,1.19
Nonfarm Animal Caretakers,Sociology and Anthropology,0.48
Nonfarm Animal Caretakers,Geography,0.93
Nonfarm Animal Caretakers,Medicine and Dentistry,1.4
Nonfarm Animal Caretakers,Therapy and Counseling,0.8
Nonfarm Animal Caretakers,Education and Training,2.39
Nonfarm Animal Caretakers,English Language,2.67
Nonfarm Animal Caretakers,Foreign Language,0.13
Nonfarm Animal Caretakers,Fine Arts,0.24
Nonfarm Animal Caretakers,History and Archeology,0.35
Nonfarm Animal Caretakers,Philosophy and Theology,0.34
Nonfarm Animal Caretakers,Public Safety and Security,1.43
Nonfarm Animal Caretakers,Law and Government,0.49
Nonfarm Animal Caretakers,Telecommunications,0.49
Nonfarm Animal Caretakers,Communications and Media,1.16
Nonfarm Animal Caretakers,Transportation,0.92
Gaming Dealers,Administration and Management,1.49
Gaming Dealers,Clerical,1.01
Gaming Dealers,Economics and Accounting,1.08
Gaming Dealers,Sales and Marketing,1.59
Gaming Dealers,Customer and Personal Service,4.52
Gaming Dealers,Personnel and Human Resources,1.29
Gaming Dealers,Production and Processing,0.35
Gaming Dealers,Food Production,0.2
Gaming Dealers,Computers and Electronics,1
Gaming Dealers,Engineering and Technology,0.26
Gaming Dealers,Design,0.18
Gaming Dealers,Building and Construction,0.15
Gaming Dealers,Mechanical,0.46
Gaming Dealers,Mathematics,2.96
Gaming Dealers,Physics,0.14
Gaming Dealers,Chemistry,0.15
Gaming Dealers,Biology,0.05
Gaming Dealers,Psychology,2.03
Gaming Dealers,Sociology and Anthropology,1.08
Gaming Dealers,Geography,0.25
Gaming Dealers,Medicine and Dentistry,0.15
Gaming Dealers,Therapy and Counseling,0.13
Gaming Dealers,Education and Training,1.38
Gaming Dealers,English Language,2.17
Gaming Dealers,Foreign Language,0.65
Gaming Dealers,Fine Arts,0.06
Gaming Dealers,History and Archeology,0.2
Gaming Dealers,Philosophy and Theology,0.66
Gaming Dealers,Public Safety and Security,1.49
Gaming Dealers,Law and Government,1.19
Gaming Dealers,Telecommunications,0.28
Gaming Dealers,Communications and Media,1.13
Gaming Dealers,Transportation,0.33
Gaming and Sports Book Writers and Runners,Administration and Management,2.41
Gaming and Sports Book Writers and Runners,Clerical,1.85
Gaming and Sports Book Writers and Runners,Economics and Accounting,2.53
Gaming and Sports Book Writers and Runners,Sales and Marketing,2.71
Gaming and Sports Book Writers and Runners,Customer and Personal Service,3.57
Gaming and Sports Book Writers and Runners,Personnel and Human Resources,1.74
Gaming and Sports Book Writers and Runners,Production and Processing,1.94
Gaming and Sports Book Writers and Runners,Food Production,0.41
Gaming and Sports Book Writers and Runners,Computers and Electronics,2.32
Gaming and Sports Book Writers and Runners,Engineering and Technology,0.81
Gaming and Sports Book Writers and Runners,Design,0.58
Gaming and Sports Book Writers and Runners,Building and Construction,0.18
Gaming and Sports Book Writers and Runners,Mechanical,0.69
Gaming and Sports Book Writers and Runners,Mathematics,3.5
Gaming and Sports Book Writers and Runners,Physics,0.28
Gaming and Sports Book Writers and Runners,Chemistry,0.07
Gaming and Sports Book Writers and Runners,Biology,0.7
Gaming and Sports Book Writers and Runners,Psychology,2.19
Gaming and Sports Book Writers and Runners,Sociology and Anthropology,1.34
Gaming and Sports Book Writers and Runners,Geography,0.67
Gaming and Sports Book Writers and Runners,Medicine and Dentistry,0.14
Gaming and Sports Book Writers and Runners,Therapy and Counseling,0.51
Gaming and Sports Book Writers and Runners,Education and Training,2.18
Gaming and Sports Book Writers and Runners,English Language,2.81
Gaming and Sports Book Writers and Runners,Foreign Language,0.77
Gaming and Sports Book Writers and Runners,Fine Arts,0.36
Gaming and Sports Book Writers and Runners,History and Archeology,0.31
Gaming and Sports Book Writers and Runners,Philosophy and Theology,0.57
Gaming and Sports Book Writers and Runners,Public Safety and Security,1.8
Gaming and Sports Book Writers and Runners,Law and Government,1.32
Gaming and Sports Book Writers and Runners,Telecommunications,0.85
Gaming and Sports Book Writers and Runners,Communications and Media,1.65
Gaming and Sports Book Writers and Runners,Transportation,0.68
Motion Picture Projectionists,Administration and Management,2.53
Motion Picture Projectionists,Clerical,1.68
Motion Picture Projectionists,Economics and Accounting,0.64
Motion Picture Projectionists,Sales and Marketing,1.15
Motion Picture Projectionists,Customer and Personal Service,2.94
Motion Picture Projectionists,Personnel and Human Resources,1.63
Motion Picture Projectionists,Production and Processing,1.61
Motion Picture Projectionists,Food Production,0.48
Motion Picture Projectionists,Computers and Electronics,2.88
Motion Picture Projectionists,Engineering and Technology,1.81
Motion Picture Projectionists,Design,0.98
Motion Picture Projectionists,Building and Construction,0.86
Motion Picture Projectionists,Mechanical,3.53
Motion Picture Projectionists,Mathematics,1.88
Motion Picture Projectionists,Physics,1.16
Motion Picture Projectionists,Chemistry,1.09
Motion Picture Projectionists,Biology,0.1
Motion Picture Projectionists,Psychology,1.3
Motion Picture Projectionists,Sociology and Anthropology,0.59
Motion Picture Projectionists,Geography,0.26
Motion Picture Projectionists,Medicine and Dentistry,0.23
Motion Picture Projectionists,Therapy and Counseling,0.47
Motion Picture Projectionists,Education and Training,2.65
Motion Picture Projectionists,English Language,2.1
Motion Picture Projectionists,Foreign Language,0.29
Motion Picture Projectionists,Fine Arts,0.58
Motion Picture Projectionists,History and Archeology,0.09
Motion Picture Projectionists,Philosophy and Theology,0.23
Motion Picture Projectionists,Public Safety and Security,2.01
Motion Picture Projectionists,Law and Government,0.72
Motion Picture Projectionists,Telecommunications,1.35
Motion Picture Projectionists,Communications and Media,1.9
Motion Picture Projectionists,Transportation,0.48
"Ushers, Lobby Attendants, and Ticket Takers",Administration and Management,1.81
"Ushers, Lobby Attendants, and Ticket Takers",Clerical,2.11
"Ushers, Lobby Attendants, and Ticket Takers",Economics and Accounting,1.81
"Ushers, Lobby Attendants, and Ticket Takers",Sales and Marketing,2.8
"Ushers, Lobby Attendants, and Ticket Takers",Customer and Personal Service,4.35
"Ushers, Lobby Attendants, and Ticket Takers",Personnel and Human Resources,1.66
"Ushers, Lobby Attendants, and Ticket Takers",Production and Processing,1.14
"Ushers, Lobby Attendants, and Ticket Takers",Food Production,1.42
"Ushers, Lobby Attendants, and Ticket Takers",Computers and Electronics,2.21
"Ushers, Lobby Attendants, and Ticket Takers",Engineering and Technology,1.1
"Ushers, Lobby Attendants, and Ticket Takers",Design,0.56
"Ushers, Lobby Attendants, and Ticket Takers",Building and Construction,0.2
"Ushers, Lobby Attendants, and Ticket Takers",Mechanical,0.94
"Ushers, Lobby Attendants, and Ticket Takers",Mathematics,2.08
"Ushers, Lobby Attendants, and Ticket Takers",Physics,0.66
"Ushers, Lobby Attendants, and Ticket Takers",Chemistry,0.53
"Ushers, Lobby Attendants, and Ticket Takers",Biology,0.48
"Ushers, Lobby Attendants, and Ticket Takers",Psychology,1.94
"Ushers, Lobby Attendants, and Ticket Takers",Sociology and Anthropology,1.27
"Ushers, Lobby Attendants, and Ticket Takers",Geography,1.45
"Ushers, Lobby Attendants, and Ticket Takers",Medicine and Dentistry,0.38
"Ushers, Lobby Attendants, and Ticket Takers",Therapy and Counseling,0.38
"Ushers, Lobby Attendants, and Ticket Takers",Education and Training,2.1
"Ushers, Lobby Attendants, and Ticket Takers",English Language,2.85
"Ushers, Lobby Attendants, and Ticket Takers",Foreign Language,0.33
"Ushers, Lobby Attendants, and Ticket Takers",Fine Arts,1.12
"Ushers, Lobby Attendants, and Ticket Takers",History and Archeology,1.67
"Ushers, Lobby Attendants, and Ticket Takers",Philosophy and Theology,1.02
"Ushers, Lobby Attendants, and Ticket Takers",Public Safety and Security,2.88
"Ushers, Lobby Attendants, and Ticket Takers",Law and Government,1.09
"Ushers, Lobby Attendants, and Ticket Takers",Telecommunications,0.98
"Ushers, Lobby Attendants, and Ticket Takers",Communications and Media,2.52
"Ushers, Lobby Attendants, and Ticket Takers",Transportation,1.11
Amusement and Recreation Attendants,Administration and Management,3.41
Amusement and Recreation Attendants,Clerical,3.94
Amusement and Recreation Attendants,Economics and Accounting,2.18
Amusement and Recreation Attendants,Sales and Marketing,3.15
Amusement and Recreation Attendants,Customer and Personal Service,4.58
Amusement and Recreation Attendants,Personnel and Human Resources,2.1
Amusement and Recreation Attendants,Production and Processing,1.43
Amusement and Recreation Attendants,Food Production,0.84
Amusement and Recreation Attendants,Computers and Electronics,2.71
Amusement and Recreation Attendants,Engineering and Technology,0.81
Amusement and Recreation Attendants,Design,0.69
Amusement and Recreation Attendants,Building and Construction,0.55
Amusement and Recreation Attendants,Mechanical,0.78
Amusement and Recreation Attendants,Mathematics,2.37
Amusement and Recreation Attendants,Physics,0.73
Amusement and Recreation Attendants,Chemistry,0.76
Amusement and Recreation Attendants,Biology,0.73
Amusement and Recreation Attendants,Psychology,1.23
Amusement and Recreation Attendants,Sociology and Anthropology,1.08
Amusement and Recreation Attendants,Geography,1.04
Amusement and Recreation Attendants,Medicine and Dentistry,1.1
Amusement and Recreation Attendants,Therapy and Counseling,1.02
Amusement and Recreation Attendants,Education and Training,1.8
Amusement and Recreation Attendants,English Language,2.69
Amusement and Recreation Attendants,Foreign Language,1.18
Amusement and Recreation Attendants,Fine Arts,0.74
Amusement and Recreation Attendants,History and Archeology,0.66
Amusement and Recreation Attendants,Philosophy and Theology,0.78
Amusement and Recreation Attendants,Public Safety and Security,2.02
Amusement and Recreation Attendants,Law and Government,1.06
Amusement and Recreation Attendants,Telecommunications,0.81
